chromosome	start	end	strand	gene_name	gene_type
chr10	73812501	73874591	-	CAMK2G	protein_coding
chr10	73813518	73814737	+	ENSG00000224195	lncRNA
chr10	73841833	73847115	+	ENSG00000229990	lncRNA
chr10	73909177	73917496	+	PLAU	protein_coding
chr10	73909969	73922777	-	C10orf55	lncRNA
chr10	73995193	74121363	+	VCL	protein_coding
chr10	74005137	74027915	+	ENSG00000225761	lncRNA
chr10	74120255	74150842	-	AP3M1	protein_coding
chr10	74151202	74709963	+	ADK	protein_coding
chr10	74344550	74344805	-	TIMM9P1	processed_pseudogene
chr10	74371535	74372416	+	RPSAP6	processed_pseudogene
chr10	74423435	74424014	-	RAB5CP1	processed_pseudogene
chr10	74506081	74530553	-	ENSG00000232342	lncRNA
chr10	74527584	74527947	+	MRPL35P3	processed_pseudogene
chr10	74551392	74551493	+	Y_RNA	misc_RNA
chr10	74641410	74641776	-	NDUFA8P1	processed_pseudogene
chr10	74654956	74656131	+	POLR3DP1	processed_pseudogene
chr10	74744386	74744707	-	FAM32CP	processed_pseudogene
chr10	74821610	74822130	-	ENSG00000272748	lncRNA
chr10	74824927	75032624	+	KAT6B	protein_coding
chr10	75003055	75025174	-	ENSG00000234149	lncRNA
chr10	75023475	75024251	-	ENSG00000227186	lncRNA
chr10	75037472	75073642	-	DUSP29	protein_coding
chr10	75041876	75055754	+	ENSG00000285810	lncRNA
chr10	75089248	75089725	-	PPIAP13	processed_pseudogene
chr10	75094432	75109221	-	DUSP13	protein_coding
chr10	75099586	75182123	+	SAMD8	protein_coding
chr10	75125217	75125862	+	RPS26P42	processed_pseudogene
chr10	75210154	75231448	+	VDAC2	protein_coding
chr10	75233641	75236030	-	COMTD1	protein_coding
chr10	75243568	75373500	+	ZNF503-AS1	lncRNA
chr10	75269392	75269545	-	RPL39P25	processed_pseudogene
chr10	75276376	75276646	-	HMGA1P5	processed_pseudogene
chr10	75279725	75401246	-	ENSG00000270087	lncRNA
chr10	75288333	75288682	-	ENSG00000223428	transcribed_processed_pseudogene
chr10	75382393	75382844	-	SPA17P1	transcribed_processed_pseudogene
chr10	75397830	75401764	-	ZNF503	protein_coding
chr10	75401519	75408982	+	ZNF503-AS2	lncRNA
chr10	75408973	75409326	-	ENSG00000273248	lncRNA
chr10	75409142	75411842	+	ENSG00000272692	lncRNA
chr10	75430571	75431588	-	ENSG00000236842	lncRNA
chr10	75431624	76560168	+	LRMDA	protein_coding
chr10	75450081	75451725	+	ENSG00000279814	TEC
chr10	75552458	75552553	+	MIR606	miRNA
chr10	75592644	75628120	+	ENSG00000286715	lncRNA
chr10	75642476	75643106	+	ENSG00000268659	lncRNA
chr10	75742740	75743755	+	ENSG00000228280	lncRNA
chr10	76242022	76242301	-	RN7SL518P	misc_RNA
chr10	76260800	76260903	-	RNU6-673P	snRNA
chr10	76270206	76270800	+	ENSG00000278992	TEC
chr10	76437408	76438775	-	ENSG00000230575	lncRNA
chr10	76558350	76560994	-	ENSG00000269256	lncRNA
chr10	76835377	76835502	-	ENSG00000252888	snoRNA
chr10	76836568	76836861	+	ATP5MC1P8	processed_pseudogene
chr10	76869601	77638369	-	KCNMA1	protein_coding
chr10	76888044	76980624	+	KCNMA1-AS1	lncRNA
chr10	77147652	77150100	+	KCNMA1-AS2	lncRNA
chr10	77313941	77315694	+	ENSG00000224500	lncRNA
chr10	77350851	77376613	+	KCNMA1-AS3	lncRNA
chr10	77433572	77433782	-	COX6CP15	processed_pseudogene
chr10	77587049	77587159	+	RNA5SP321	rRNA_pseudogene
chr10	77730766	77734769	+	ENSG00000213514	processed_pseudogene
chr10	77738246	77739015	+	ENSG00000277981	unprocessed_pseudogene
chr10	77776951	77777055	-	RNU6-1266P	snRNA
chr10	77780337	77781876	-	IMPDH1P5	processed_pseudogene
chr10	77782866	77793176	+	ENSG00000228748	lncRNA
chr10	77790791	77926755	-	DLG5	protein_coding
chr10	77866875	77869610	+	ENSG00000204049	lncRNA
chr10	77912271	77912545	-	RN7SL284P	misc_RNA
chr10	77927372	77929824	+	DLG5-AS1	lncRNA
chr10	77953495	77953876	+	H2AZP5	processed_pseudogene
chr10	77966173	77966440	+	Metazoa_SRP	misc_RNA
chr10	77975149	78029515	-	POLR3A	protein_coding
chr10	78033760	78056813	+	RPS24	protein_coding
chr10	78068623	78069538	-	GNAI2P2	processed_pseudogene
chr10	78176928	78178186	+	ENSG00000283096	lncRNA
chr10	78179174	78675109	+	ENSG00000282863	lncRNA
chr10	78179185	78551355	+	LINC00595	lncRNA
chr10	78288059	78290565	-	ENSG00000288090	lncRNA
chr10	78293842	78301003	+	ENSG00000229543	lncRNA
chr10	78352597	78356100	+	ENSG00000230229	lncRNA
chr10	78367507	78367623	+	SNORA71	snoRNA
chr10	78538391	78551719	-	ENSG00000282952	lncRNA
chr10	78696062	78697022	-	ENSG00000228683	lncRNA
chr10	78943328	79067895	-	ZMIZ1-AS1	lncRNA
chr10	79000484	79003803	-	ENSG00000229569	lncRNA
chr10	79068966	79316519	+	ZMIZ1	protein_coding
chr10	79347469	79355334	+	PPIF	protein_coding
chr10	79382325	79445624	-	ZCCHC24	protein_coding
chr10	79382328	79409274	+	ENSG00000235426	lncRNA
chr10	79499666	79499984	-	TPRX1P1	processed_pseudogene
chr10	79504073	79506281	-	ENSG00000241317	lncRNA
chr10	79507597	79510982	-	ENSG00000235705	transcribed_processed_pseudogene
chr10	79512533	79516440	+	EIF5AL1	protein_coding
chr10	79526508	79526631	-	ENSG00000271985	processed_pseudogene
chr10	79544087	79544356	+	RPS12P18	processed_pseudogene
chr10	79555852	79560407	-	SFTPA2	protein_coding
chr10	79582298	79584877	-	MBL3P	unprocessed_pseudogene
chr10	79595294	79595660	-	SFTPA3P	processed_pseudogene
chr10	79610939	79615455	+	SFTPA1	protein_coding
chr10	79628757	79632188	-	LINC02679	lncRNA
chr10	79660891	79677996	+	ENSG00000244733	lncRNA
chr10	79661394	79826594	-	NUTM2B-AS1	lncRNA
chr10	79663192	79664786	+	ENSG00000272489	lncRNA
chr10	79681973	79684094	-	ENSG00000280355	TEC
chr10	79682997	79685436	+	BEND3P3	processed_pseudogene
chr10	79684494	79684983	-	ENSG00000224886	transcribed_processed_pseudogene
chr10	79703227	79714681	+	NUTM2B	protein_coding
chr10	79825902	79827602	+	ENSG00000272447	lncRNA
chr10	79826739	79850878	+	NUTM2E	protein_coding
chr10	79860573	79861806	+	NPAP1P2	processed_pseudogene
chr10	79870375	79873903	-	CTSLP6	unprocessed_pseudogene
chr10	79892148	79893175	-	PGGT1BP2	processed_pseudogene
chr10	79904898	79951029	+	ENSG00000283913	lncRNA
chr10	79906605	79907856	+	BMS1P21	transcribed_unprocessed_pseudogene
chr10	79920178	79923119	+	MBL1P	transcribed_unitary_pseudogene
chr10	79937467	79982614	-	SFTPD	protein_coding
chr10	79968213	79973213	+	SFTPD-AS1	lncRNA
chr10	79981839	79982212	+	ZNRF2P3	processed_pseudogene
chr10	79982910	79983240	-	DPY19L2P5	processed_pseudogene
chr10	80017713	80017911	-	ENSG00000229616	unprocessed_pseudogene
chr10	80024737	80025159	-	C1DP3	processed_pseudogene
chr10	80031968	80032393	-	C1DP2	processed_pseudogene
chr10	80040621	80041044	-	C1DP4	processed_pseudogene
chr10	80046860	80078912	-	TMEM254-AS1	lncRNA
chr10	80053428	80053548	-	ENSG00000282432	transcribed_unprocessed_pseudogene
chr10	80078646	80092557	+	TMEM254	protein_coding
chr10	80091411	80091867	-	ENSG00000279399	TEC
chr10	80125941	80126317	+	RPL22P18	processed_pseudogene
chr10	80131682	80145359	+	PLAC9	protein_coding
chr10	80150889	80205572	-	ANXA11	protein_coding
chr10	80207372	80219657	+	LINC00857	lncRNA
chr10	80215851	80216119	-	RPS12P2	processed_pseudogene
chr10	80233664	80245367	+	ENSG00000234382	unprocessed_pseudogene
chr10	80247219	80247683	-	EIF5AP4	processed_pseudogene
chr10	80249710	80254121	+	ENSG00000279359	TEC
chr10	80271820	80289658	-	MAT1A	protein_coding
chr10	80297720	80299655	+	ZNF519P1	processed_pseudogene
chr10	80333771	80334426	+	ENSG00000235858	lncRNA
chr10	80336105	80356755	-	DYDC1	protein_coding
chr10	80344745	80368073	+	DYDC2	protein_coding
chr10	80407829	80437115	+	PRXL2A	protein_coding
chr10	80454166	80533124	+	TSPAN14	protein_coding
chr10	80529592	80536026	-	TSPAN14-AS1	lncRNA
chr10	80537902	80646560	+	SH2D4B	protein_coding
chr10	80649797	80653732	+	LINC02655	lncRNA
chr10	80716483	80717068	-	RPS7P9	processed_pseudogene
chr10	80749632	80751231	-	ENSG00000233703	processed_pseudogene
chr10	80776165	80778088	-	FARSBP1	processed_pseudogene
chr10	80940665	80941201	-	WARS2P1	processed_pseudogene
chr10	81136540	81137335	-	RPA2P2	processed_pseudogene
chr10	81870778	81875133	-	ENSG00000287358	lncRNA
chr10	81875194	82987179	+	NRG3	protein_coding
chr10	82207620	82210345	-	ENSG00000285739	lncRNA
chr10	82224213	82229179	-	ENSG00000229458	lncRNA
chr10	82228985	82232920	-	NRG3-AS1	lncRNA
chr10	82340771	82340876	+	RNU6-441P	snRNA
chr10	82987781	82989262	+	ENSG00000288918	lncRNA
chr10	83067962	83068071	-	RNU6-478P	snRNA
chr10	83311628	83314475	-	MARK2P15	processed_pseudogene
chr10	83672406	83677122	-	LINC02650	lncRNA
chr10	83708841	83724834	-	ENSG00000286876	lncRNA
chr10	83735506	83736493	+	ENSG00000223565	processed_pseudogene
chr10	83764358	83764464	+	RNU6-129P	snRNA
chr10	83911654	83912922	-	ENSG00000233258	lncRNA
chr10	84003332	84003479	+	RNU1-65P	snRNA
chr10	84081429	84081995	+	HMGN2P8	processed_pseudogene
chr10	84138420	84140582	-	ENSG00000271933	lncRNA
chr10	84139482	84154841	+	GHITM	protein_coding
chr10	84167228	84172093	-	CERNA2	lncRNA
chr10	84173801	84185294	+	C10orf99	protein_coding
chr10	84194537	84219621	+	CDHR1	protein_coding
chr10	84220571	84225544	-	LRIT2	protein_coding
chr10	84230666	84259960	+	RGR	protein_coding
chr10	84231520	84241546	-	LRIT1	protein_coding
chr10	84267747	84294659	+	LINC00858	lncRNA
chr10	84328586	84518521	+	CCSER2	protein_coding
chr10	84389170	84389626	-	RPL12P29	processed_pseudogene
chr10	84390908	84392045	+	TNPO1P1	processed_pseudogene
chr10	84454679	84456056	-	CACYBPP1	processed_pseudogene
chr10	84560443	84561263	+	RPS3AP5	processed_pseudogene
chr10	85156330	85157348	+	ENSG00000288218	processed_pseudogene
chr10	85193421	85197958	-	LINC01519	lncRNA
chr10	85199002	85212800	+	ENSG00000287057	lncRNA
chr10	85378327	85432775	-	LINC02647	lncRNA
chr10	85432863	85448961	+	ENSG00000224504	lncRNA
chr10	85449592	85492001	+	LINC01520	lncRNA
chr10	85526880	85531115	-	ENSG00000279910	TEC
chr10	85537379	85537483	+	RNU6-325P	snRNA
chr10	85555484	85557436	-	ENSG00000280134	TEC
chr10	85577731	85607213	+	GRID1-AS1	lncRNA
chr10	85599552	86366795	-	GRID1	protein_coding
chr10	85613017	85613186	-	ENSG00000278333	misc_RNA
chr10	85644073	85648066	+	ENSG00000270002	lncRNA
chr10	85650012	85650260	-	RN7SKP238	misc_RNA
chr10	85708760	85709167	+	ENSG00000236606	processed_pseudogene
chr10	86052448	86052566	+	RNA5SP322	rRNA_pseudogene
chr10	86264694	86264788	-	MIR346	miRNA
chr10	86395187	86400943	-	ENSG00000287475	lncRNA
chr10	86402119	86403201	-	ENSG00000286359	lncRNA
chr10	86435256	86521792	-	WAPL	protein_coding
chr10	86488446	86488549	+	RNU6-780P	snRNA
chr10	86521945	86525101	+	WAPL-DT	lncRNA
chr10	86630825	86631628	-	RPL7AP8	processed_pseudogene
chr10	86654518	86666460	+	OPN4	protein_coding
chr10	86654518	86700020	+	ENSG00000289258	protein_coding
chr10	86666785	86736072	+	LDB3	protein_coding
chr10	86749754	86756298	-	ENSG00000272631	lncRNA
chr10	86756601	86932825	+	BMPR1A	protein_coding
chr10	86854696	86856236	-	RPAP2P1	processed_pseudogene
chr10	86889569	86889733	+	RNU1-19P	snRNA
chr10	86935540	86969481	-	MMRN2	protein_coding
chr10	86948677	86949875	+	ENSG00000281974	TEC
chr10	86958599	86963258	+	SNCG	protein_coding
chr10	86965345	86971311	-	ADIRF-AS1	lncRNA
chr10	86968432	86983934	+	ADIRF	protein_coding
chr10	86970237	86970826	-	ENSG00000273413	lncRNA
chr10	86970741	87010126	+	ENSG00000271880	lncRNA
chr10	86992253	87000435	+	BMS1P3	transcribed_unprocessed_pseudogene
chr10	86992406	87010203	+	ENSG00000151303	lncRNA
chr10	86993432	87024732	+	ENSG00000272508	lncRNA
chr10	87001636	87009905	+	AGAP11	transcribed_unprocessed_pseudogene
chr10	87009785	87015782	-	ENSG00000229969	lncRNA
chr10	87020294	87024730	+	FAM25A	protein_coding
chr10	87027184	87027477	+	ENSG00000271573	processed_pseudogene
chr10	87041238	87041341	-	RNU6-529P	snRNA
chr10	87050202	87094843	-	GLUD1	protein_coding
chr10	87094161	87191465	+	SHLD2	protein_coding
chr10	87113954	87115523	+	ENSG00000237280	lncRNA
chr10	87154041	87154369	-	RN7SL733P	misc_RNA
chr10	87189773	87342612	-	NUTM2A-AS1	lncRNA
chr10	87203717	87206615	+	ENSG00000287077	lncRNA
chr10	87214136	87216173	-	ENSG00000285257	unprocessed_pseudogene
chr10	87225448	87236908	+	NUTM2A	protein_coding
chr10	87341685	87357882	+	LINC00863	lncRNA
chr10	87357720	87370695	+	NUTM2D	protein_coding
chr10	87376896	87378481	+	NPAP1P3	processed_pseudogene
chr10	87386685	87390203	-	CTSLP1	unprocessed_pseudogene
chr10	87396561	87435035	-	FAM245A	lncRNA
chr10	87408044	87408258	-	ENSG00000231569	processed_pseudogene
chr10	87500337	87504837	-	ENSG00000286445	lncRNA
chr10	87503881	87503954	+	MIR4678	miRNA
chr10	87504875	87553461	+	MINPP1	protein_coding
chr10	87591607	87606024	-	ENSG00000223761	lncRNA
chr10	87607985	87659279	+	ENSG00000225913	lncRNA
chr10	87610163	87660003	-	ENSG00000196566	lncRNA
chr10	87642607	87642954	+	RPS26P38	processed_pseudogene
chr10	87659613	87747705	+	PAPSS2	protein_coding
chr10	87751512	87841361	-	ATAD1	protein_coding
chr10	87817928	87845612	+	CFL1P1	transcribed_unprocessed_pseudogene
chr10	87832818	87833098	-	RN7SL78P	misc_RNA
chr10	87859158	87863533	-	KLLN	protein_coding
chr10	87862638	87971930	+	PTEN	protein_coding
chr10	87863559	87863654	+	ENSG00000289051	protein_coding
chr10	87945502	87946024	+	RPL11P3	processed_pseudogene
chr10	87994618	87994695	-	ENSG00000200891	snoRNA
chr10	88048135	88049823	-	MED6P1	processed_pseudogene
chr10	88103004	88104410	-	ENSG00000288875	lncRNA
chr10	88259129	88259372	-	ENSG00000275015	unprocessed_pseudogene
chr10	88273864	88584530	-	RNLS	protein_coding
chr10	88585638	88585733	-	Y_RNA	misc_RNA
chr10	88586753	88606976	+	LIPJ	protein_coding
chr10	88618223	88618934	-	RPL7P34	processed_pseudogene
chr10	88664441	88678814	+	LIPF	protein_coding
chr10	88699683	88700401	+	NAPGP1	processed_pseudogene
chr10	88706249	88752776	+	LIPK	protein_coding
chr10	88727485	88728914	+	KRT8P38	processed_pseudogene
chr10	88759982	88779626	+	LIPN	protein_coding
chr10	88785600	88787061	-	RCBTB2P1	processed_pseudogene
chr10	88802730	88820546	+	LIPM	protein_coding
chr10	88819896	88851844	-	ANKRD22	protein_coding
chr10	88876450	88877544	+	PTCD2P2	processed_pseudogene
chr10	88879734	88975153	+	STAMBPL1	protein_coding
chr10	88932390	88940820	+	ACTA2-AS1	lncRNA
chr10	88935074	88991339	-	ACTA2	protein_coding
chr10	88953813	89029605	+	FAS	protein_coding
chr10	88990045	88994249	-	ENSG00000286116	lncRNA
chr10	88992370	88992539	+	ENSG00000275693	misc_RNA
chr10	89063335	89063411	-	MIR4679-2	miRNA
chr10	89063336	89063410	+	MIR4679-1	miRNA
chr10	89139044	89139458	+	ENSG00000233292	processed_pseudogene
chr10	89205629	89207317	-	CH25H	protein_coding
chr10	89213569	89414557	-	LIPA	protein_coding
chr10	89283636	89292125	+	ENSG00000232110	lncRNA
chr10	89283694	89309271	+	IFIT2	protein_coding
chr10	89327307	89377473	+	IFIT3	protein_coding
chr10	89362294	89363487	+	IFIT6P	unprocessed_pseudogene
chr10	89378056	89385205	+	IFIT1B	protein_coding
chr10	89392546	89406487	+	IFIT1	protein_coding
chr10	89414568	89421605	+	IFIT5	protein_coding
chr10	89430299	89556641	-	SLC16A12	protein_coding
chr10	89456064	89468140	+	SLC16A12-AS1	lncRNA
chr10	89582988	89645242	-	PANK1	protein_coding
chr10	89592747	89592827	-	MIR107	miRNA
chr10	89645272	89652144	+	PANK1-AS1	lncRNA
chr10	89646289	89650822	-	ENSG00000225836	lncRNA
chr10	89651998	89701416	-	ENSG00000235100	lncRNA
chr10	89694295	89697928	-	ENSG00000240996	lncRNA
chr10	89701590	89774939	+	KIF20B	protein_coding
chr10	89786610	89787107	+	MTND5P42	processed_pseudogene
chr10	89829483	89840863	+	LINC00865	lncRNA
chr10	89837612	89839334	-	MARK2P16	processed_pseudogene
chr10	89853595	90225443	+	LINC01374	lncRNA
chr10	89915489	89957373	-	LINC01375	lncRNA
chr10	89978717	89979070	+	SNRPD2P1	processed_pseudogene
chr10	90059061	90099083	-	ENSG00000287150	lncRNA
chr10	90163651	90163960	-	RN7SKP143	misc_RNA
chr10	90402521	90628852	-	LINC02653	lncRNA
chr10	90454170	90502968	+	ENSG00000224750	lncRNA
chr10	90462717	90467952	+	ENSG00000238291	lncRNA
chr10	90622143	90623611	-	ENSG00000283053	lncRNA
chr10	90740823	90858039	-	HTR7	protein_coding
chr10	90807629	90813222	+	ENSG00000289580	lncRNA
chr10	90871952	90908553	+	RPP30	protein_coding
chr10	90880040	90880179	-	Y_RNA	misc_RNA
chr10	90912096	90921087	-	ANKRD1	protein_coding
chr10	90922731	90922835	-	RNU6-740P	snRNA
chr10	90965979	90981530	+	ENSG00000289512	lncRNA
chr10	90994620	91006390	+	ENSG00000225519	lncRNA
chr10	90997480	90997713	-	ENSG00000273124	lncRNA
chr10	91033157	91062164	+	LINC00502	lncRNA
chr10	91053051	91055047	+	DDX18P6	processed_pseudogene
chr10	91152605	91153349	-	NUDT9P1	processed_pseudogene
chr10	91153669	91161315	+	ENSG00000286981	lncRNA
chr10	91163012	91284337	+	PCGF5	protein_coding
chr10	91306958	91575243	-	ENSG00000289228	lncRNA
chr10	91409280	91514829	+	HECTD2	protein_coding
chr10	91464578	91464708	-	ENSG00000271385	processed_pseudogene
chr10	91544852	91545098	+	RPS27P1	processed_pseudogene
chr10	91628442	91633071	-	PPP1R3C	protein_coding
chr10	91666780	91667782	-	GAPDHP28	processed_pseudogene
chr10	91765899	91767196	-	FAF2P1	processed_pseudogene
chr10	91782835	91798309	-	TNKS2-DT	lncRNA
chr10	91798426	91865475	+	TNKS2	protein_coding
chr10	91807179	91807439	-	SRP9P1	processed_pseudogene
chr10	91896704	91896897	+	ENSG00000273497	unprocessed_pseudogene
chr10	91906584	91909486	-	FGFBP3	protein_coding
chr10	91908131	91909348	+	ENSG00000272817	lncRNA
chr10	91923770	92031437	+	BTAF1	protein_coding
chr10	92046692	92291078	-	CPEB3	protein_coding
chr10	92076242	92076365	+	ENSG00000252993	snoRNA
chr10	92118664	92119164	+	SDHCP2	processed_pseudogene
chr10	92136875	92138370	+	EIF4A1P8	processed_pseudogene
chr10	92204229	92204306	-	ENSG00000221042	ribozyme
chr10	92216332	92216793	+	NHP2P1	processed_pseudogene
chr10	92272147	92272250	-	Y_RNA	misc_RNA
chr10	92291167	92353964	+	MARCHF5	protein_coding
chr10	92334463	92334564	+	RNY3P12	misc_RNA
chr10	92418667	92420875	+	MARK2P9	processed_pseudogene
chr10	92423386	92427620	+	ENSG00000286795	lncRNA
chr10	92451684	92574096	-	IDE	protein_coding
chr10	92574105	92655395	+	KIF11	protein_coding
chr10	92596852	92597287	-	RPL11P4	processed_pseudogene
chr10	92659044	92659302	+	RN7SL644P	misc_RNA
chr10	92668745	92669743	-	EIF2S2P3	processed_pseudogene
chr10	92689955	92695647	+	HHEX	protein_coding
chr10	92710499	92710608	-	Y_RNA	misc_RNA
chr10	92826831	93059493	+	EXOC6	protein_coding
chr10	92878092	92878289	-	ENSG00000225118	processed_pseudogene
chr10	93059663	93060426	-	CYP26C1-DT	lncRNA
chr10	93060798	93069540	+	CYP26C1	protein_coding
chr10	93063646	93077424	+	ENSG00000285846	lncRNA
chr10	93071972	93073466	+	ENSG00000279607	lncRNA
chr10	93073475	93077885	+	CYP26A1	protein_coding
chr10	93106872	93107383	-	NIP7P1	processed_pseudogene
chr10	93206857	93209627	-	XRCC6P1	processed_pseudogene
chr10	93284004	93284558	-	RPL17P34	processed_pseudogene
chr10	93306429	93482334	-	MYOF	protein_coding
chr10	93496612	93529092	+	CEP55	protein_coding
chr10	93510548	93510680	-	RNA5SP323	rRNA_pseudogene
chr10	93566665	93604480	+	FFAR4	protein_coding
chr10	93591687	93601744	-	RBP4	protein_coding
chr10	93612537	93666010	+	PDE6C	protein_coding
chr10	93667883	93702592	-	FRA10AC1	protein_coding
chr10	93757840	93806272	+	LGI1	protein_coding
chr10	93762453	93771991	+	ENSG00000280660	lncRNA
chr10	93772681	93788605	-	ENSG00000280485	lncRNA
chr10	93881293	93881938	-	RAB11AP1	processed_pseudogene
chr10	93893973	93956062	+	SLC35G1	protein_coding
chr10	93958191	93961540	-	PIPSL	transcribed_processed_pseudogene
chr10	93993931	94332823	+	PLCE1	protein_coding
chr10	94081950	94108814	-	PLCE1-AS2	lncRNA
chr10	94137748	94139500	+	HDAC1P1	processed_pseudogene
chr10	94155639	94155745	-	RNU6-657P	snRNA
chr10	94225160	94227288	-	ENSG00000228553	lncRNA
chr10	94278681	94287478	-	PLCE1-AS1	lncRNA
chr10	94314907	94315327	-	ENSG00000273450	lncRNA
chr10	94333226	94362959	-	NOC3L	protein_coding
chr10	94402541	94536332	+	TBC1D12	protein_coding
chr10	94501434	94613905	+	HELLS	protein_coding
chr10	94577439	94611238	+	ENSG00000244332	lncRNA
chr10	94646364	94647996	-	CTBP2P2	processed_pseudogene
chr10	94683729	94736190	+	CYP2C18	protein_coding
chr10	94688154	94853073	+	ENSG00000276490	protein_coding
chr10	94762681	94855547	+	CYP2C19	protein_coding
chr10	94774156	94774633	-	MTND4P19	processed_pseudogene
chr10	94865852	94873129	-	CYP2C58P	processed_pseudogene
chr10	94882554	94883343	+	RPL7AP52	processed_pseudogene
chr10	94938658	94990091	+	CYP2C9	protein_coding
chr10	94940253	94941121	-	MTND4P20	processed_pseudogene
chr10	95007126	95007556	-	CYP2C59P	unprocessed_pseudogene
chr10	95009674	95009812	+	CYP2C60P	unprocessed_pseudogene
chr10	95031640	95032048	+	ENSG00000237885	processed_pseudogene
chr10	95036772	95069497	-	CYP2C8	protein_coding
chr10	95109136	95111642	-	ENSG00000231829	lncRNA
chr10	95141925	95168425	-	ENSG00000288526	lncRNA
chr10	95173085	95173187	-	ENSG00000274691	unprocessed_pseudogene
chr10	95183653	95184217	+	PAWRP1	processed_pseudogene
chr10	95194200	95228928	+	ACSM6	protein_coding
chr10	95228243	95231144	-	ENSG00000234026	lncRNA
chr10	95237572	95291012	-	PDLIM1	protein_coding
chr10	95311771	95561414	-	SORBS1	protein_coding
chr10	95594598	95595372	+	RPS3AP36	processed_pseudogene
chr10	95605941	95656711	-	ALDH18A1	protein_coding
chr10	95659823	95694143	-	TCTN3	protein_coding
chr10	95711779	95877266	+	ENTPD1	protein_coding
chr10	95732976	96090250	-	ENTPD1-AS1	lncRNA
chr10	95833508	95873758	+	ENSG00000240527	lncRNA
chr10	95860548	95924844	+	ENSG00000270099	protein_coding
chr10	95907603	96033745	+	CC2D2B	protein_coding
chr10	95999778	96000243	-	RPL21P90	processed_pseudogene
chr10	96043394	96060870	+	CCNJ	protein_coding
chr10	96064315	96064399	-	MIR3157	miRNA
chr10	96112747	96112851	+	RNU6-271P	snRNA
chr10	96129055	96130528	-	ENSG00000287009	lncRNA
chr10	96129715	96205288	+	ZNF518A	protein_coding
chr10	96189171	96271587	-	BLNK	protein_coding
chr10	96189366	96190219	-	NPM1P25	processed_pseudogene
chr10	96292685	96306695	-	ENSG00000229418	lncRNA
chr10	96304409	96338564	+	DNTT	protein_coding
chr10	96343221	96359365	-	OPALIN	protein_coding
chr10	96364608	96513926	-	TLL2	protein_coding
chr10	96518110	96587452	-	TM9SF3	protein_coding
chr10	96560185	96560922	+	NPM1P26	processed_pseudogene
chr10	96593315	96720514	-	PIK3AP1	protein_coding
chr10	96619376	96619483	+	RNA5SP324	rRNA_pseudogene
chr10	96620877	96621707	-	RPS2P36	processed_pseudogene
chr10	96743167	96743273	+	RNU6-1274P	snRNA
chr10	96750288	96750899	+	RPL13AP5	processed_pseudogene
chr10	96828669	96828764	-	MIR607	miRNA
chr10	96832254	96995956	+	LCOR	protein_coding
chr10	96915633	96915902	-	HMGN2P35	processed_pseudogene
chr10	96998038	97185959	-	SLIT1	protein_coding
chr10	97102756	97104355	+	SLIT1-AS1	lncRNA
chr10	97153045	97292637	-	ARHGAP19-SLIT1	protein_coding
chr10	97195907	97203721	+	ENSG00000286683	lncRNA
chr10	97222173	97292673	-	ARHGAP19	protein_coding
chr10	97275012	97278097	+	ENSG00000231398	processed_pseudogene
chr10	97297290	97297557	+	Metazoa_SRP	misc_RNA
chr10	97309138	97309958	-	RPL12P27	processed_pseudogene
chr10	97319271	97321915	+	FRAT1	protein_coding
chr10	97332497	97334729	-	FRAT2	protein_coding
chr10	97334564	97343204	+	ENSG00000225850	lncRNA
chr10	97356358	97426076	-	RRP12	protein_coding
chr10	97393197	97393547	-	RPL34P20	processed_pseudogene
chr10	97401115	97419524	+	ENSG00000231970	lncRNA
chr10	97421195	97421307	-	Y_RNA	misc_RNA
chr10	97426191	97433444	+	PGAM1	protein_coding
chr10	97435909	97446017	-	EXOSC1	protein_coding
chr10	97446170	97457370	+	ZDHHC16	protein_coding
chr10	97458324	97498794	-	MMS19	protein_coding
chr10	97498924	97571206	+	UBTD1	protein_coding
chr10	97572499	97583884	+	ANKRD2	protein_coding
chr10	97584323	97612802	+	HOGA1	protein_coding
chr10	97584374	97673910	+	ENSG00000249967	protein_coding
chr10	97589721	97590934	+	C10orf62	protein_coding
chr10	97614553	97633500	-	MORN4	protein_coding
chr10	97640686	97676434	+	PI4K2A	protein_coding
chr10	97677424	97687241	-	AVPI1	protein_coding
chr10	97713173	97718150	+	MARVELD1	protein_coding
chr10	97737121	97760907	+	ZFYVE27	protein_coding
chr10	97766751	97771999	-	SFRP5	protein_coding
chr10	97828478	97849798	-	GOLGA7B-DT	lncRNA
chr10	97849843	97871580	+	GOLGA7B	protein_coding
chr10	97865000	98030828	-	CRTAC1	protein_coding
chr10	98076361	98076421	-	ENSG00000278752	misc_RNA
chr10	98134624	98244897	+	R3HCC1L	protein_coding
chr10	98247690	98268194	-	LOXL4	protein_coding
chr10	98252023	98256575	+	ENSG00000230928	lncRNA
chr10	98383565	98415182	-	PYROXD2	protein_coding
chr10	98395218	98395307	-	MIR1287	miRNA
chr10	98416198	98446935	-	HPS1	protein_coding
chr10	98431292	98431360	-	MIR4685	miRNA
chr10	98446287	98453810	+	ENSG00000287261	lncRNA
chr10	98457077	99235862	-	HPSE2	protein_coding
chr10	98924499	98924568	-	MIR6507	miRNA
chr10	99013103	99013952	-	ARL5AP2	processed_pseudogene
chr10	99047639	99048319	+	RPL7P36	processed_pseudogene
chr10	99329356	99394330	+	CNNM1	protein_coding
